stemming_data,sentiment
cek fakta hoaks kakak adik infeksi covid main rumah,0
emas donasi bantu masyarakat pandemi corona,0
rs siloam bagi alat tes corona rs jakarta,0
tangan covid sumut refocusing dana apbd rp trilun,0
malaysia persen impor corona asal indonesia,0
susul ayahibu bocah gorontalo positif corona,-1
bantu apd tugas tangan covid,0
duh jerinx sid berani suntik virus corona tantang,0
bupati konawe utara jemput pasien suspect corona sembunyi,-1
riset i achmad yurianto top influencer isu covid,0
satgas covid dpr bagi herbavid rs klaim obat pasien,0
hasil autopsi korban tinggal virus corona as ungkap,-1
tower rusun nagrak siap isolasi pasien covid,0
ganjar gembira tenaga medis rsup kariadi semarang sembuh covid,1
imbas corona jatah makan hewan kebun binatang bal ancam rang,0
proyek blok masela kena dampak corona,0
gugus tugas covid babel ketat awas labuh tikus,0
ilmuwan prancis teliti teori nikotin lawan virus corona,0
nanjak ambeng tradisi buka lamongan rindu covid,0
ekonomi goyang corona nggak bunga bank turun,0
antisipasi resesi pascacorona,0
perintah nilai serius jalan bijak tangkal corona,0
unik bri ajak kerja donasi tanggulang covid,0
politikus demokrat kritik nyata mahfud perpu covid,0
kronologi ambulans bawa jenazah pasien corona pakai peti garut,-1
imbas corona kfc turun gaji tunda bayar thr karyawan,0
riset i donald trump masuk top influencer media indonesia kait covid,0
cek fakta hoaks jokowi beda mudik pulang kampung kelabu virus corona,0
refocusing anggar covid sulbar capai rp miliar,0
bri unik ajak kerja donasi bantu lawan covid,0
kri tawau data wni habis izin tinggal akibat covid,0
skk migas usul stimulus fiskal tangkal dampak corona,0
update corona april sembuh tinggal,-1
berkas perkara laku tolak jenazah covid banyumas p,0
ketua mpr dukung pemda tes covid massal lokasi padat duduk,0
kena dampak corona kontraktor migas usul ringan pajak,0
perintah imbau masyarakat henti rokok cegah covid,0
komnas ham sorot khawatir kpu daerah pilkada pandemi corona,0
trump salah china cegah virus corona sebar,0
tentu kemendagri pemkot tangsel alih anggar pilkada tangan covid,0
presiden nigeria apresiasi dukung rakyat lawan covid,0
apresiasi kepala gugus tugas covid dokter michael,0
usaha ambil bijak pandemi covid,0
persen impor covid malaysia ri,0
komnas kendali tembakau dukung tangan covid,0
pasien corona ri tinggal usia balita,-1
paus fransiskus imbau umat patuh atur cegah gelombang corona,0
sepeda akibat corona ario bayu olahraga rumah,0
tolak jenazah covid sidang,-1
kemenperin pangkas realokasi tangan corona rp m,0
inggris sedia juta poundsterling riset covid,0
polda jatim bentuk tim covid hunter buru pasien kabur rs,0
olimpiade hadap sulit vaksin corona temu,0
positif corona sulteng tambah orang orang sembuh,-1
bantu evakuasi pasien covid pmi jakarta modifikasi ambulans,0
sidak sembuh covid bima arya tutup paksa puluh toko langgar psbb bogor,1
covid depok orang positif sembuh,1
garagara corona persen industri negeri mati suri,0
gegara corona toko ritel pakai whatsapp jual,0
dokter ugd new york bunuh sanggup tangan pasien corona,0
polri tangan hoax corona motif bercandatak puas perintah,0
warga indramayu tinggal tular covid mudik,-1
tenaga medis thailand tekan covid turun,1
perppu covid gugat mk gugat banding negara,0
dpr anggar data spasial tan alih corona,0
pria tagih uji vaksin ebola corona,0
hadap covid peduli sosial tumbuh,0
langkah skk migas redam dampak covid sektor hulu migas,0
hasil tekan covid negara longgar lockdown,1
indonesia puncak daftar mati virus corona asean,0
industri ritel puruk pandemi corona,0
umkm tangsel ancam bangkrut pandemi covid,0
positif corona wali kota tanjungpinang tinggal dunia,-1
perppu covid gugat nilai potensi korupsi,0
sebar covid indonesia dki,-1
polisi tangan hoaks kait covid jakarta jatim riau,0
virus corona target produksi proyek strategis nasional sektor migas molor,0
dagang online lonjak corona,0
dapat sektor migas anjlok us m corona,0
industri gim alami naik pandemi virus corona,0
viral video cair pasien covid dokter paru,0
steril kabah virus corona sheikh suda pakai teknologi ozon,0
ukm jual online virus corona perhati tips,0
kemenkes rekomendasi imunisasi pandemi corona,0
juventus pulih corona dybala sambut anggota keluarga,0
cegah corona pasar tradisional pandu bpom,0
virus corona direktur who tanggap kritik,0
allocovid asisten suara prancis layan covid,0
hyundai tekan sebar corona jawa barat,0
dominasi transmisi lokal positif covid bal,-1
studi ventilator bahaya paruparu pasien corona,0
periksa fakta dunia lelah akibat infodemik covid,0
surabaya gresik sidoarjo psbb pesan gugus tugas covid,0
perludem saran tahap pilkada fase puncak covid,0
tenaga medis majalengka positif covid duga tular pasien,-1
wakil ketua mpr ajak masyarakat peduli atas covid,0
pilkada libat orang perludem usul tahap puncak covid,0
viral foto tugas bersih kerja virus corona,0
ruang minim ventilasi awas sarang virus corona,0
vaksin corona sedia tokyo fokus jadwal olimpiade,0
data covid sumsel positif sembuh sampel periksa,-1
gmbc dorong anak muda libat kendali covid,0
as teliti plasma darah pasien sembuh obat corona,0
virus corona kontrak aguero man city gimana,0
aftech persen fintech alami dampak positif era covid,0
pandang imam masjid istiqlal tarawih salat idul fitri pandemi corona,0
vaksin corona hasil kera tahap manusia,0
waspada covid pesepakbola ludah kartu kuning,0
nongol kim jong un hindar virus corona,0
fotografer bukti karya corona,0
sektor umkm dampak corona teten dorong jual online,0
tangan covid malaysia masuk fase pulih,0
sedekah apd ramadhan pandemi covid,0
top tekno berita gejala covid gempa palu,0
pasien positif covid pasuruan tambah orang,-1
imbas covid anggar proyek flyover purwosari pangkas,0
perintah pasti iklim investasi kondusif covid,0
hnw perintah fokus atas covid tunda bahas omnibus law,0
tambah total pasien positif virus corona diy orang,-1
update corona sumsel april pasien positif orang,-1
pmi sukabumi dukung psikososial keluarga positif covid,0
siswi sma pelalawan sembuh covid,0
pasien positif covid diy tambah,-1
telkom serah bantu langgan karyawan posko covid bumn,0
uni emirat arab serah bantu alat medis tangan corona indonesia,0
update corona jatim positif surabaya,-1
keluarga bantul positif corona ayah pulang jakarta,-1
update corona lampung april otg positif corona total positif,-1
curiga papar covid tenaga medis rsud aw syachranie jalan isolasi,0
pasien positif corona sumedang tambah orang,-1
galang dana corona kapten tom kirim kartu ultah,0
kapolda gorontalo masak makan masyarakat dampak covid,0
antisipasi corona tni siap rumah sakit rujuk,0
cek insentif tangkal imbas corona,0
baznas kabupaten serang salur ratus juta rupiah covid,0
tambah positif covid papua barat,-1
positif covid tinggal sumsel tambah,-1
pasien sembuh covid ntb tambah orang,1
kabar tugas haji positif corona pamekasan sembuh,1
brighton galang dana bantu yayasan amal dampak covid,0
kpk bantu polri awas guna anggar covid,0
rapid test maros orang reaktif corona,-1
positif corona sulbar pasien jemaah ijtima dunia gowa,-1
informasi akurat covid sedia gojek,0
misteri rendah angka mati covid india lockdown hasil,1
olimpiade batal corona atas,0
awat rsud indramayu positif covid,-1
teliti india temu molekul obat covid,0
tambah total pasien positif covid sembuh bal orang,1
dedi mulyadi bantu dampak covid integrasi,0
kisah pilu awat tinggal lawan covid temu keluarga,-1
miliarder tolak kalah corona bisnis maskapai bangkrut,0
pria tato lengan gambar ketua satgas virus corona swedia,0
google kencang ikat pinggang garagara corona,0
angka mati akibat corona brasil capai,-1
pusat krisis covid ui layan masyarakat tenaga sehat,0
keluarga positif covid tular ayah gejala,-1
sembuh corona dokter rawat pasien covid,1
dampak pandemi corona harleydavidson pangkas dividen,0
plasma darah survivor sembuh pasien covid,0
orangutan pusat rehabilitasi ancam habis makan corona,0
anggota dpr kades ruang diskresi kait bantu covid,0
rusuh lapas peru napi positif corona tahan tewas,-1
update daftar liga resmi mandek wabah virus corona,0
kemarin wali kota positif covid wali kota tinggal,-1
alas okok rentan alami kondisi fatal virus corona,0
update corona probolinggo tambah positif asal klaster makassar surabaya,-1
soal izin edar herbavid bagi satgas lawan covid dpr,0
hikmah corona industri game indonesia,0
rumah okok aktif tingkat risiko infeksi virus corona,0
teliti prancis uji coba teori nikotin bantu tubuh rang virus corona,0
aneka prediksi usai pandemi covid indonesia,0
jalan tes kali paulo dybala lapor positif covid,-1
lonjak pasien covid mei rsud moewardi solo luas ruang awat,-1
mati akibat corona as lampau korban perang vietnam,-1
populer nasional update covid blt dana desa bentuk sembako,0
as ekor anjing tular virus corona milik,-1
sepi job imbas corona cita citata pangkas gaji karyawan,0
corona as tinggi dunia trump rencana tes corona turis,-1
kuartal i laba byd merosot persen hantam krisis corona,0
otopsi jenazah covid virus corona picu rusa jantung,0
who operator ajak miliar orang rang corona,0
alami komplikasi virus corona troy sneed tinggal dunia,-1
garagara corona kompetisi sepak bola negara resmi henti,0
polisi india pakai kostum zombi bentuk virus corona takut warga jalan,0
strategi bisnis kuliner ramadan covid simak jelas ahli bisnis unair,0
wabah corona pemkab pulau ribu aju stimulus ratus ukm,0
bantu sosial covid kota tangerang belit birokrasi,0
plasma konvalesen bantu pasien covid,0
idlib suriah hancur hadap sebar virus corona,0
infeksi virus corona amerika serikat tembus juta,-1
tunda sanksi ekonomi pandemi virus corona,0
hasrat ramos raih gelar madrid rem virus corona,0
selandia hasil tangan corona who lengah,0
pasien reaktif corona jujur tenaga medis samarinda istirahat,-1
prof amin soebandrio plasma darah khusus pasien positif corona obat masal,0
psbb laku positif covid pekanbaru tingkat,-1
tesla hantam corona tahan,0
world athletics salur dana atlet dampak corona,0
wabah corona cerita sunyi gali kubur,0
satgas lawan covid dpr bagi herbavid izin edar,0
dpr kritik bijak perintah tumpang tindih tangan covid,0
selandia sukses lawan virus corona strategi,0
tips ukm alih bisnis online corona,0
tips bisnis umkm pandemi corona,0
pakar epidemiologi langkah turun angka tular covid,0
transaksi dompet digital roket wabah corona,0
pimpin dpd perintah baik sistem salur bansos kait covid,0
henti corona restorasi notredame lanjut,0
gugus tugas covid tutup terima rawan nonmedis,0
angka mati pdp gejala covid akut umum,0
update virus corona jakarta pasien positif tembus orang,-1
gugus tugas tangan covid butuh rawan medis,0
huni selter isolasi odpotg corona sleman tambah,-1
hikmahanto mudah gugat china kait covid,0
ilmuwan wabah corona prancis asal china,0
maradona harap bantu tuhan henti pandemi corona,0
teori konspirasi muncul pandemi corona,0
bank mandiri sebar rp m lawan corona,0
kemenkop ajak usaha donasi masker ukm zona merah covid,0
data menteri ppa kdrt pandemi covid,0
hari putin ingat rusia capai puncak corona,-1
ketua kpk pilih korupsi bencana corona tuntut mati,0
penjara miguel castro peru rusuh gegara corona,0
kisah yanto basna hadap pandemi corona thailand,0
kisah steven rawan covid wisma atlet juang lawan takut,0
kpk fokus awas anggar kesehatanjaring kam sosial covid,0
otban makassar pesawat sewa bawa tumpang pedoman protap corona,0
kiat kemenparekraf selamat usaha kuliner pandemi covid,0
layan sewa kamar konsultasi cerai pandemi corona jepang,0
bank mandiri salur rp miliar bantu tangan covid,0
pandemi covid menkop laku umkm jual produk ecommerce,0
potret bukber istiqlal corona,0
well living lab dos cushman wakefield hines gabung maju pedoman kerja tanggap pandemi covid,0
video polisi india ubah zombi corona,0
karyawan garuda telat gaji garagara corona,0
who ribu orang tinggal akibat covid,-1
strategi bisnis kuliner gk hebat pandemi covid,0
tular virus corona garagara mudik jakarta,0
garuda lepas pesawat sewa biar selamat corona,0
rdp kpk arteria dahlan firli bahuri cs proaktif perppu corona,0
selandia dukung australia investigasi virus corona,0
mandek akibat corona restorasi notre dame lanjut,0
edar pesan bahaya ventilator pasien corona kadinkes,0
imbas corona jual moge ratus juta rupiah andal situs online,0
robot covid susur gang bubar kerumun bandung,0
korban tinggal virus corona as lampau korban perang vietnam,-1
bi salur rp miliar tangan covid,0
rilis pentagon ufo nilai alih isu corona,0
tangan tes swab pasien corona alam steven rawan,0
polri tangan hoaks sebar covid,0
sembuh covid hatihati tular positif,0
slank tulis lagu inspirasi pandemi virus corona,0
imbas virus corona dapat tumpang kai anjlok,0
jokowi bumn pemda beli produk umkm pasca corona,0
pengaruh corona bmw motorrad indonesia jamin sedia suku cadang,0
jarak antarpenumpang angkut atur cegah covid,0
anggap ampuh tangkal corona pria tenggak cair disinfektan,0
bupati bogor nggak ngabuburit sebar covid,0
miliar smartphone pakai teknologi corona applegoogle,0
ancam rusa paru sembuh corona,0
brimob polda sumut bantu warga dampak covid medan,0
area rawan korupsi implementasi anggar covid,0
fik ui rekrut tenaga medis pasien covid,0
dapat kai tumpang merosot akibat covid,0
mahasiswa umm bantu biaya didik pandemi corona,0
kpk desak tindak simpang wenang perintah tangan corona,0
harus bayi pakai masker kain hindar covid,0
tetirah barengbareng hadap covid,0
pakar virus corona,0
kampus ui siap bijak lawan pandemi corona,0
cerita pilu gali kubur makam jenazah covid sunyi,-1
ramai tuding patient zero corona angkat bicara,0
update covid indonesia tambah,-1
korban tinggal akibat virus corona amerika lewat korban perang vietnam,-1
polisi siaga aman sekat cegah covid garut,0
jerman alami tingkat covid baru,-1
laksma suradi klaim ramu anti corona tni al nama pribadi,0
lsi denny ja indonesia normal virus corona juni,0
cilegon catat corona pasien duga tular tangerang,-1
lawan covid mitsubishi motors corp produksi alat lindung wajah,0
covid thailand panjang darurat nasional jam malam,0
pandemi covid rentan hamil,0
lindung difabel massachusetts wabah corona,0
update efek corona wisata ri april,0
perintah subsidi bunga enam persen umkm dampak covid,0
bansos covid kota tangerang distribusi,0
sebar pasien virus corona indonesia sembuh tinggal,-1
bi perban diy serah apd tangan covid,0
enam polisi malang rawan pemulasaraan jenazah pasien corona,0
kemenkes bencana dampak jiwa masyarakat covid,0
perintah dorong masyarakat bantu hadap covid,0
muhammadiyahaisyiyah salur rp miliar sangga covid,0
laboratorium aktif periksa covid,0
tenis aldila sutjiadi giat latih pandemi covid,0
nyata lengkap perintah positif corona ri sembuh,1
viral remaja indikasi corona tinggal stroke langka,0
tangan covid sergio ramos kamis ajar china,0
tumpang mrt jakarta sisa orang imbas corona,0
